# partition_overlap_shell_SrTiO3.csv - scripts/scan_partition_sensitivity.py
# Per-mode Route S vs Route H comparison over the 150-200 cm-1 shell at 300 K.
# gamma_S = -D/(2*omega0^2); gamma_H = -D/(2*omega_r^2), omega_r from the
# 300 K bare->renormalized eigenvalue map; rel_diff = (gamma_H-gamma_S)/|gamma_S|.
q_index,branch,omega0_cm1,omega_r_cm1,D_cm2,gamma_S,gamma_H,rel_diff
989,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
989,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
989,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
990,5,162.7111,188.0420,-86828.2166,1.639822,1.227782,-0.251271
990,6,188.4963,214.8256,-43401.6477,0.610760,0.470223,-0.230102
991,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
991,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
991,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
992,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
992,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
992,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
993,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
993,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
994,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
994,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
995,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
995,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
996,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
996,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
997,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
997,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
998,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
998,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
999,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
999,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
999,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
1000,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
1000,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
1000,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
1002,5,170.8561,201.3811,-12361.3687,0.211727,0.152405,-0.280181
1002,6,194.1189,222.7237,81810.4835,-1.085534,-0.824605,0.240369
1003,5,163.8569,191.2207,122206.0301,-2.275796,-1.671063,0.265724
1003,6,178.3548,207.3323,-80126.7743,1.259441,0.931995,-0.259993
1004,6,151.2340,193.6227,6187.4444,-0.135264,-0.082522,0.389921
1009,6,151.2340,193.6227,6187.4444,-0.135264,-0.082522,0.389921
1010,5,163.8569,191.2207,122206.0301,-2.275796,-1.671063,0.265724
1010,6,178.3548,207.3323,-80126.7743,1.259441,0.931995,-0.259993
1011,5,170.8561,201.3811,-12361.3687,0.211727,0.152405,-0.280181
1011,6,194.1189,222.7237,81810.4835,-1.085534,-0.824605,0.240369
1013,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
1014,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
1014,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
1021,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
1021,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
1022,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
1024,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
1025,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
1025,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
1032,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
1032,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
1033,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
1035,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
1036,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
1036,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
1043,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
1043,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
1044,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
1046,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
1047,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
1047,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
1054,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
1054,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
1055,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
1057,5,170.8561,201.3811,10828.8563,-0.185478,-0.133510,0.280181
1057,6,194.1189,222.7237,-77476.3520,1.028025,0.780920,-0.240369
1058,5,163.8569,191.2207,-116877.4483,2.176564,1.598199,-0.265724
1058,6,178.3548,207.3323,84841.2118,-1.333543,-0.986831,0.259993
1059,6,151.2340,193.6227,-1496.8088,0.032722,0.019963,-0.389921
1064,6,151.2340,193.6227,-1496.8088,0.032722,0.019963,-0.389921
1065,5,163.8569,191.2207,-116877.4483,2.176564,1.598199,-0.265724
1065,6,178.3548,207.3323,84841.2118,-1.333543,-0.986831,0.259993
1066,5,170.8561,201.3811,10828.8563,-0.185478,-0.133510,0.280181
1066,6,194.1189,222.7237,-77476.3520,1.028025,0.780920,-0.240369
1067,5,162.7111,188.0420,94728.4019,-1.789023,-1.339494,0.251271
1067,6,188.4963,214.8256,48129.0411,-0.677286,-0.521441,0.230102
1068,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
1068,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
1068,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
1069,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
1069,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
1069,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
1070,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
1070,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
1071,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
1071,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
1072,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
1072,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
1073,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
1073,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
1074,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
1074,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
1075,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
1075,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
1076,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
1076,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
1076,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
1077,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
1077,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
1077,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
1078,5,154.1963,181.2508,24249.1893,-0.509940,-0.369069,0.276251
1078,6,154.2438,181.2716,260206.6862,-5.468561,-3.959398,0.275971
1078,7,182.3716,213.2785,285075.0657,-4.285632,-3.133540,0.268827
1079,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
1079,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
1079,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
1080,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
1080,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
1080,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
1081,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
1081,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
1082,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
1083,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
1084,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
1085,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
1086,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
1086,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
1087,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
1087,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
1087,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
1088,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
1088,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
1088,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
1089,6,152.0340,188.0924,-427.4082,0.009246,0.006040,-0.346660
1089,7,152.0340,188.0924,-3981.9256,0.086135,0.056276,-0.346660
1089,8,196.8774,224.2034,171.2561,-0.002209,-0.001703,0.228907
1090,6,151.1262,194.3537,-3099.2609,0.067850,0.041024,-0.395364
1090,7,171.7638,198.5474,-497.5956,0.008433,0.006311,-0.251598
1091,6,158.8894,199.7630,1768.2370,-0.035020,-0.022155,0.367356
1092,5,162.7111,188.0420,-1732.7255,0.032724,0.024501,-0.251271
1092,6,188.4963,214.8256,3253.6170,-0.045786,-0.035250,0.230102
1093,5,178.5162,207.7436,-600.3335,0.009419,0.006955,-0.261586
1094,5,191.0866,218.9916,1957.2287,-0.026801,-0.020406,0.238613
1095,5,191.0866,218.9916,1957.2287,-0.026801,-0.020406,0.238613
1096,5,178.5162,207.7436,-600.3335,0.009419,0.006955,-0.261586
1097,5,162.7111,188.0420,-1732.7255,0.032724,0.024501,-0.251271
1097,6,188.4963,214.8256,3253.6170,-0.045786,-0.035250,0.230102
1098,6,158.8894,199.7630,1768.2370,-0.035020,-0.022155,0.367356
1099,6,151.1262,194.3537,-3099.2609,0.067850,0.041024,-0.395364
1099,7,171.7638,198.5474,-497.5956,0.008433,0.006311,-0.251598
1100,6,151.1262,194.3537,-24612.3039,0.538819,0.325789,-0.395364
1100,7,171.7638,198.5474,-232133.3960,3.934089,2.944279,-0.251598
1101,6,173.5524,196.8089,-230768.2504,3.830761,2.978905,-0.222372
1101,7,173.8422,198.6430,67316.2530,-1.113729,-0.852989,0.234115
1102,6,175.3578,207.2995,-100432.2723,1.633027,1.168549,-0.284427
1103,4,159.7666,195.8256,-9616.8364,0.188378,0.125390,-0.334369
1103,5,173.5131,196.5100,187743.9262,-3.117964,-2.430896,0.220358
1103,6,175.9483,209.8659,72856.0353,-1.176699,-0.827088,0.297112
1104,4,170.5950,202.1966,161016.7791,-2.766359,-1.969217,0.288156
1104,5,172.8668,195.9237,124028.7015,-2.075242,-1.615543,0.221516
1104,6,189.2145,215.7782,140055.5008,-1.955967,-1.504024,0.231058
1105,4,167.5839,196.2287,237765.6365,-4.233062,-3.087409,0.270644
1105,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
1105,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
1106,4,167.5839,196.2287,237765.6365,-4.233062,-3.087409,0.270644
1106,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
1106,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
1107,4,170.5950,202.1966,161016.7791,-2.766359,-1.969217,0.288156
1107,5,172.8668,195.9237,124028.7015,-2.075242,-1.615543,0.221516
1107,6,189.2145,215.7782,140055.5008,-1.955967,-1.504024,0.231058
1108,4,159.7666,195.8256,-9616.8364,0.188378,0.125390,-0.334369
1108,5,173.5131,196.5100,187743.9262,-3.117964,-2.430896,0.220358
1108,6,175.9483,209.8659,72856.0353,-1.176699,-0.827088,0.297112
1109,6,175.3578,207.2995,-100432.2723,1.633027,1.168549,-0.284427
1110,6,173.5524,196.8089,-230768.2504,3.830761,2.978905,-0.222372
1110,7,173.8422,198.6430,67316.2530,-1.113729,-0.852989,0.234115
1111,6,158.8894,199.7630,-37865.1463,0.749928,0.474438,-0.367356
1112,6,175.3578,207.2995,76948.6518,-1.251183,-0.895312,0.284427
1113,4,150.5836,191.9507,-109662.9663,2.418102,1.488163,-0.384574
1113,5,150.5836,191.9507,127921.5703,-2.820710,-1.735939,0.384574
1113,6,195.9231,222.7745,137250.6422,-1.787775,-1.382781,0.226535
1114,4,156.6586,184.5513,-47081.7731,0.959211,0.691176,-0.279433
1114,5,164.7373,192.3883,107892.5119,-1.987821,-1.457484,0.266793
1114,6,187.5753,211.3421,100814.4883,-1.432655,-1.128550,0.212266
1115,4,164.2038,193.8608,35715.9743,-0.662317,-0.475174,0.282559
1115,5,183.5961,220.7867,107532.7613,-1.595086,-1.102973,0.308518
1115,6,184.3068,225.2220,20249.1184,-0.298053,-0.199597,0.330330
1116,4,169.1772,193.5338,132408.5956,-2.313143,-1.767554,0.235865
1116,5,183.8927,222.6467,-84364.2392,1.247382,0.850934,-0.317824
1116,6,197.0307,224.4329,125743.9651,-1.619531,-1.248199,0.229283
1117,4,169.1772,193.5338,132408.5956,-2.313143,-1.767554,0.235865
1117,5,183.8927,222.6467,-84364.2392,1.247382,0.850934,-0.317824
1117,6,197.0307,224.4329,125743.9651,-1.619531,-1.248199,0.229283
1118,4,164.2038,193.8608,35715.9743,-0.662317,-0.475174,0.282559
1118,5,183.5961,220.7867,107532.7613,-1.595086,-1.102973,0.308518
1118,6,184.3068,225.2220,20249.1184,-0.298053,-0.199597,0.330330
1119,4,156.6586,184.5513,-47081.7731,0.959211,0.691176,-0.279433
1119,5,164.7373,192.3883,107892.5119,-1.987821,-1.457484,0.266793
1119,6,187.5753,211.3421,100814.4883,-1.432655,-1.128550,0.212266
1120,4,150.5836,191.9507,-109662.9663,2.418102,1.488163,-0.384574
1120,5,150.5836,191.9507,127921.5703,-2.820710,-1.735939,0.384574
1120,6,195.9231,222.7745,137250.6422,-1.787775,-1.382781,0.226535
1121,6,175.3578,207.2995,76948.6518,-1.251183,-0.895312,0.284427
1122,5,162.7111,188.0420,-86828.2166,1.639822,1.227782,-0.251271
1122,6,188.4963,214.8256,-43401.6477,0.610760,0.470223,-0.230102
1123,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
1123,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
1123,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
1124,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
1124,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
1124,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
1125,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
1125,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
1126,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
1126,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
1127,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
1127,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
1128,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
1128,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
1129,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
1129,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
1130,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
1130,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
1131,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
1131,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
1131,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
1132,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
1132,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
1132,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
1133,5,178.5162,207.7436,-110714.9605,1.737085,1.282688,-0.261586
1134,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
1134,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
1134,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
1135,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
1135,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
1135,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
1136,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
1136,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
1137,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
1137,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
1138,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
1138,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
1139,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
1139,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
1140,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
1140,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
1141,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
1141,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
1142,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
1142,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
1142,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
1143,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
1143,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
1143,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
1144,5,191.0866,218.9916,-78440.0550,1.074107,0.817811,-0.238613
1145,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
1145,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
1145,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
1146,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
1146,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
1146,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
1147,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
1147,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
1148,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
1148,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
1149,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
1149,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
1150,5,183.6363,221.0395,-17274.6671,0.256131,0.176783,-0.309797
1150,6,183.8410,222.3234,53084.7912,-0.785336,-0.536994,0.316223
1151,5,177.6582,207.7214,427.5044,-0.006772,-0.004954,0.268511
1151,6,185.7286,222.1910,35594.4080,-0.515934,-0.360495,0.301278
1152,5,170.5155,202.4439,-11472.3247,0.197285,0.139963,-0.290555
1152,6,188.9709,215.4552,32998.2824,-0.462032,-0.355425,0.230735
1153,4,169.1772,193.5338,1977.0301,-0.034538,-0.026392,0.235865
1153,5,183.8927,222.6467,20444.5492,-0.302286,-0.206213,0.317824
1153,6,197.0307,224.4329,-16494.2903,0.212440,0.163731,-0.229283
1154,4,167.5839,196.2287,-15071.2437,0.268321,0.195702,-0.270644
1154,5,181.6083,212.3566,-78574.5174,1.191189,0.871205,-0.268626
1154,6,192.2522,224.1652,71096.0367,-0.961773,-0.707423,0.264460
1155,5,191.0866,218.9916,91960.3944,-1.259246,-0.958773,0.238613
1156,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
1156,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
1156,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
1157,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
1157,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
1157,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
1158,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
1158,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
1159,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
1159,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
1160,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
1160,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
1161,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
1161,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
1162,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
1162,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
1163,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
1163,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
1164,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
1164,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
1164,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
1165,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
1165,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
1165,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
1166,5,178.5162,207.7436,120784.1983,-1.895069,-1.399345,0.261586
1167,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
1167,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
1167,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
1168,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
1168,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
1168,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
1169,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
1169,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
1170,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
1170,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
1171,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
1171,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
1172,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
1172,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
1173,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
1173,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
1174,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
1174,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
1175,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
1175,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
1175,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
1176,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
1176,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
1176,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
1177,5,162.7111,188.0420,94728.4019,-1.789023,-1.339494,0.251271
1177,6,188.4963,214.8256,48129.0411,-0.677286,-0.521441,0.230102
1178,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
1178,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
1178,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
1179,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
1179,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
1179,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
1180,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
1180,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
1181,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
1181,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
1182,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
1182,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
1183,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
1183,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
1184,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
1184,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
1185,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
1185,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
1186,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
1186,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
1186,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
1187,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
1187,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
1187,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
1188,6,158.8894,199.7630,41036.8529,-0.812745,-0.514178,0.367356
1189,6,175.3578,207.2995,-78907.8921,1.283041,0.918109,-0.284427
1190,4,150.5836,191.9507,-124986.6850,2.755995,1.696111,-0.384574
1190,5,150.5836,191.9507,113454.0463,-2.501697,-1.539609,0.384574
1190,6,195.9231,222.7745,-130082.8092,1.694410,1.310566,-0.226535
1191,4,156.6586,184.5513,49357.3146,-1.005572,-0.724582,0.279433
1191,5,164.7373,192.3883,-103740.5691,1.911325,1.401397,-0.266793
1191,6,187.5753,211.3421,-93556.2066,1.329509,1.047299,-0.212266
1192,4,164.2038,193.8608,-31495.6133,0.584055,0.419025,-0.282559
1192,5,183.5961,220.7867,-100121.0934,1.485145,1.026951,-0.308518
1192,6,184.3068,225.2220,-16265.8208,0.239422,0.160334,-0.330330
1193,4,169.1772,193.5338,-123774.4867,2.162307,1.652295,-0.235865
1193,5,183.8927,222.6467,83421.8908,-1.233448,-0.841429,0.317824
1193,6,197.0307,224.4329,-115398.4670,1.486285,1.145505,-0.229283
1194,4,169.1772,193.5338,-123774.4867,2.162307,1.652295,-0.235865
1194,5,183.8927,222.6467,83421.8908,-1.233448,-0.841429,0.317824
1194,6,197.0307,224.4329,-115398.4670,1.486285,1.145505,-0.229283
1195,4,164.2038,193.8608,-31495.6133,0.584055,0.419025,-0.282559
1195,5,183.5961,220.7867,-100121.0934,1.485145,1.026951,-0.308518
